iteration,PSNR,SSIM,LPIPS
0,7.358983039855957,0.004843068774789572,0.7731135487556458
5,9.514715194702148,0.008411353453993797,0.7505121231079102
10,10.614701271057129,0.012284498661756516,0.7398797273635864
15,11.833984375,0.018388638272881508,0.7282019257545471
20,13.263154029846191,0.028453757986426353,0.7091650366783142
25,14.992544174194336,0.04619283974170685,0.6829765439033508
30,17.126544952392578,0.08003616333007812,0.6267999410629272
35,19.70817756652832,0.15297040343284607,0.5366829633712769
40,22.356124877929688,0.34352317452430725,0.44308504462242126
45,23.658763885498047,0.5439243316650391,0.3235792815685272
50,23.444087982177734,0.5074098110198975,0.3626686930656433
