iteration,PSNR,SSIM,LPIPS
0,5.517881393432617,0.0018760648090392351,0.7904097437858582
5,6.085365295410156,0.0025059583131223917,0.7863035798072815
10,6.761242866516113,0.0035425452515482903,0.7818021774291992
15,7.6415839195251465,0.0053094797767698765,0.7769894003868103
20,8.7785005569458,0.008329120464622974,0.7717138528823853
25,10.219511985778809,0.013649256899952888,0.7625894546508789
30,12.0304594039917,0.02339934930205345,0.7410060167312622
35,14.311943054199219,0.04244629293680191,0.6839803457260132
40,17.22126579284668,0.08566910028457642,0.5969572067260742
45,20.647268295288086,0.22825562953948975,0.4792226254940033
50,22.284896850585938,0.6336585879325867,0.3858323097229004
