iteration,PSNR,SSIM,LPIPS
0,9.493412017822266,0.006343113258481026,0.748764157295227
5,9.790846824645996,0.00749014038592577,0.7461050748825073
10,10.792820930480957,0.011093651875853539,0.7380303144454956
15,12.019941329956055,0.017230458557605743,0.7273410558700562
20,13.49228572845459,0.02769884653389454,0.7108334302902222
25,15.28660774230957,0.04642711207270622,0.688845157623291
30,17.528430938720703,0.0831567570567131,0.6310641169548035
35,20.17641830444336,0.16617882251739502,0.5374178886413574
40,22.671680450439453,0.3981824517250061,0.43038928508758545
45,23.363704681396484,0.6114847660064697,0.3355990946292877
50,23.136600494384766,0.6023840308189392,0.3476388156414032
