iteration,PSNR,SSIM,LPIPS
0,11.06791877746582,0.013292720541357994,0.7120928764343262
5,7.538098335266113,0.006817232817411423,0.7640563249588013
10,13.02159595489502,0.031011134386062622,0.6971510648727417
15,10.475321769714355,0.02071428671479225,0.7401100397109985
20,15.343255996704102,0.0679260715842247,0.6692237854003906
25,14.419400215148926,0.061418380588293076,0.6602786779403687
30,19.56369400024414,0.18800196051597595,0.5274888873100281
35,20.06913185119629,0.19719019532203674,0.4801679253578186
40,25.243881225585938,0.5134657621383667,0.34252744913101196
45,25.06231689453125,0.6666446924209595,0.31534385681152344
50,25.362600326538086,0.6919381022453308,0.3277019262313843
