iteration,PSNR,SSIM,LPIPS
0,5.88918399810791,0.002511396771296859,0.789311408996582
5,6.422497272491455,0.003370425198227167,0.7853356599807739
10,7.081840991973877,0.0046517252922058105,0.7814915776252747
15,8.043439865112305,0.006742706522345543,0.7759902477264404
20,9.294218063354492,0.010249456390738487,0.770866870880127
25,10.879465103149414,0.016527872532606125,0.7615565657615662
30,12.868919372558594,0.028277084231376648,0.7327616810798645
35,15.397111892700195,0.05278216302394867,0.6611275672912598
40,18.60145378112793,0.11634980887174606,0.5508267879486084
45,21.85890769958496,0.38433122634887695,0.412355899810791
50,22.402549743652344,0.641785204410553,0.3989275097846985
