iteration,PSNR,SSIM,LPIPS
0,5.954179286956787,0.0026148215401917696,0.7878217697143555
5,7.189558029174805,0.0038118751253932714,0.7855226993560791
10,7.451994895935059,0.0047383420169353485,0.7857629060745239
15,8.158093452453613,0.006161645986139774,0.7845394015312195
20,9.080947875976562,0.00844583660364151,0.7808576822280884
25,10.252760887145996,0.012226983904838562,0.7740542888641357
30,11.704817771911621,0.019062913954257965,0.7522847652435303
35,13.437779426574707,0.03325491398572922,0.6992220878601074
40,15.330754280090332,0.06974197924137115,0.6214746832847595
45,16.954715728759766,0.21107056736946106,0.5251085758209229
50,17.383071899414062,0.36731666326522827,0.471640408039093
