iteration,PSNR,SSIM,LPIPS
0,5.485345840454102,0.0038220754358917475,0.794922411441803
5,6.037750720977783,0.004512694664299488,0.7895576357841492
10,6.704310894012451,0.005562657490372658,0.7835158705711365
15,7.5530219078063965,0.007215698715299368,0.7776712775230408
20,8.658273696899414,0.009978149086236954,0.7722433805465698
25,10.065831184387207,0.014690704643726349,0.7667429447174072
30,11.82359790802002,0.02306368015706539,0.7505549788475037
35,13.990078926086426,0.03886103630065918,0.6850024461746216
40,16.638425827026367,0.07399892807006836,0.5921217799186707
45,19.499797821044922,0.1888991892337799,0.483917236328125
50,20.817800521850586,0.5778281688690186,0.3156479299068451
