iteration,PSNR,SSIM,LPIPS
0,5.517848491668701,0.003390961093828082,0.79551100730896
5,6.00328254699707,0.0038513662293553352,0.790850043296814
10,6.609402179718018,0.004456690978258848,0.7848675847053528
15,7.374669075012207,0.005337798967957497,0.7796715497970581
20,8.332335472106934,0.006802057381719351,0.773658037185669
25,9.503174781799316,0.009458687156438828,0.7648904323577881
30,10.883278846740723,0.014428148977458477,0.7517141699790955
35,12.413475036621094,0.02480475604534149,0.7167366147041321
40,13.952192306518555,0.05195276811718941,0.6598321199417114
45,15.162672996520996,0.1610945463180542,0.5719211101531982
50,15.560136795043945,0.46988093852996826,0.5123813152313232
