iteration,PSNR,SSIM,LPIPS
0,5.555087089538574,0.0026347870007157326,0.7868477702140808
5,6.075209617614746,0.0030650317203253508,0.782788872718811
10,6.7444539070129395,0.0037473486736416817,0.77790367603302
15,7.595841407775879,0.004773997701704502,0.7736681699752808
20,8.664411544799805,0.006392551586031914,0.7695080041885376
25,9.960519790649414,0.009244927205145359,0.7643427848815918
30,11.456284523010254,0.014446976594626904,0.7529760599136353
35,13.062328338623047,0.024827398359775543,0.7125158309936523
40,14.56595230102539,0.04978787153959274,0.6398574709892273
45,15.507587432861328,0.1379208117723465,0.5659725666046143
50,15.525551795959473,0.3749420940876007,0.5080263614654541
