iteration,PSNR,SSIM,LPIPS
0,6.586112976074219,0.00338288233615458,0.7803200483322144
5,8.480134963989258,0.005270742811262608,0.7621508240699768
10,10.008853912353516,0.007994970306754112,0.7493821382522583
15,11.39749526977539,0.011967292055487633,0.7375818490982056
20,12.78930377960205,0.018274296075105667,0.724461555480957
25,14.289573669433594,0.029665250331163406,0.7049735188484192
30,16.014522552490234,0.053770750761032104,0.6665493249893188
35,18.049421310424805,0.11726780235767365,0.5965514183044434
40,20.09910774230957,0.31595972180366516,0.502111554145813
45,21.1728572845459,0.40289658308029175,0.43857887387275696
50,21.325361251831055,0.40227314829826355,0.4384872615337372
