iteration,PSNR,SSIM,LPIPS
0,5.725123882293701,0.0028389482758939266,0.795159637928009
5,6.425702095031738,0.003501997562125325,0.787278413772583
10,7.201049327850342,0.004305854439735413,0.7823836803436279
15,8.127908706665039,0.005651114042848349,0.7772043943405151
20,9.277111053466797,0.007917293347418308,0.7714964151382446
25,10.67875862121582,0.011958559975028038,0.7602044343948364
30,12.342206954956055,0.019787069410085678,0.7280802130699158
35,14.230363845825195,0.036748096346855164,0.6612758040428162
40,16.12548065185547,0.08429046720266342,0.5705432891845703
45,17.37384605407715,0.31186971068382263,0.4515380859375
50,17.465307235717773,0.4731737971305847,0.3810259699821472
