iteration,PSNR,SSIM,LPIPS
0,12.999667167663574,0.12149474769830704,0.6038910150527954
5,1.1806379556655884,0.13442951440811157,0.722278356552124
10,13.000950813293457,0.12305907905101776,0.59040766954422
15,1.1806379556655884,0.13442951440811157,0.722278356552124
20,13.000950813293457,0.12305907905101776,0.59040766954422
25,1.1806379556655884,0.13442951440811157,0.722278356552124
30,13.000950813293457,0.12305907905101776,0.59040766954422
35,1.1806379556655884,0.13442951440811157,0.722278356552124
40,13.000950813293457,0.12305907905101776,0.59040766954422
45,1.1806379556655884,0.13442951440811157,0.722278356552124
50,1.1806379556655884,0.13442951440811157,0.722278356552124
