iteration,PSNR,SSIM,LPIPS
0,5.758971214294434,0.002661267062649131,0.7927477955818176
5,6.383134365081787,0.0033874865621328354,0.7865480780601501
10,7.204850673675537,0.004632932133972645,0.7793272137641907
15,8.172739028930664,0.0062697636894881725,0.7745587825775146
20,9.340051651000977,0.008975340984761715,0.7700765132904053
25,10.793434143066406,0.013868160545825958,0.7602590322494507
30,12.582557678222656,0.023045744746923447,0.7287474870681763
35,14.758722305297852,0.04230281710624695,0.6472717523574829
40,17.239036560058594,0.09349539875984192,0.5495615601539612
45,19.304548263549805,0.3117895722389221,0.4333176016807556
50,19.629680633544922,0.49451786279678345,0.3355398178100586
