iteration,PSNR,SSIM,LPIPS
0,6.030686378479004,0.0038164560683071613,0.7905789017677307
5,7.322624683380127,0.005042312201112509,0.7794097661972046
10,8.74211311340332,0.006915341131389141,0.7677026391029358
15,10.279236793518066,0.009824473410844803,0.7563714981079102
20,11.89294147491455,0.014655454084277153,0.7421970963478088
25,13.499175071716309,0.023401111364364624,0.7201248407363892
30,14.978971481323242,0.04240165650844574,0.6895652413368225
35,16.20967674255371,0.09816048294305801,0.6244713068008423
40,17.003080368041992,0.2881067395210266,0.5250345468521118
45,17.174503326416016,0.27227479219436646,0.46958962082862854
50,17.203710556030273,0.2650075852870941,0.4718468487262726
