iteration,PSNR,SSIM,LPIPS
0,8.905221939086914,0.005903093609958887,0.8100543022155762
5,10.948025703430176,0.013386610895395279,0.7846344709396362
10,12.157146453857422,0.019794989377260208,0.7742774486541748
15,13.4622163772583,0.02774418145418167,0.7598863840103149
20,15.035223007202148,0.040976036339998245,0.7362195253372192
25,16.98668098449707,0.06450561434030533,0.6938045024871826
30,19.571849822998047,0.11174947023391724,0.632685124874115
35,23.421327590942383,0.22745969891548157,0.5451053977012634
40,29.835227966308594,0.5713402628898621,0.39294421672821045
45,35.66483688354492,0.901593804359436,0.2619558572769165
50,34.513736724853516,0.8598846197128296,0.2878384590148926
