iteration,PSNR,SSIM,LPIPS
0,5.945508003234863,0.0032842205837368965,0.786394476890564
5,5.144994735717773,0.005107812583446503,0.7943515181541443
10,9.041226387023926,0.011431807652115822,0.7624098658561707
15,6.956614971160889,0.01125823613256216,0.7838295102119446
20,9.560215950012207,0.01939387619495392,0.7677329182624817
25,10.392023086547852,0.028334196656942368,0.7609608173370361
30,12.42619800567627,0.04665331542491913,0.7320315837860107
35,14.928442001342773,0.0795212909579277,0.653683602809906
40,18.3781681060791,0.14690685272216797,0.5571399331092834
45,23.425382614135742,0.3396940231323242,0.4278026819229126
50,27.107133865356445,0.7672542333602905,0.29669511318206787
