iteration,PSNR,SSIM,LPIPS
0,10.989093780517578,0.01524295937269926,0.714214026927948
5,11.981623649597168,0.02415783330798149,0.7101284265518188
10,12.675932884216309,0.03325968235731125,0.7060822248458862
15,13.723699569702148,0.04843028634786606,0.6926190257072449
20,15.202763557434082,0.0731835663318634,0.6551401615142822
25,17.2241153717041,0.11394438147544861,0.5815228819847107
30,19.84458351135254,0.18308162689208984,0.5083037614822388
35,23.16117286682129,0.31564316153526306,0.4286502003669739
40,26.896108627319336,0.5903458595275879,0.32967132329940796
45,28.015464782714844,0.7439496517181396,0.3006711006164551
50,27.15709686279297,0.68820720911026,0.32052507996559143
