iteration,PSNR,SSIM,LPIPS
0,11.156689643859863,0.015024552121758461,0.709916353225708
5,12.2403564453125,0.02397044375538826,0.6941205263137817
10,13.148842811584473,0.03674852102994919,0.6803549528121948
15,14.04401969909668,0.05688352882862091,0.6648311614990234
20,14.957112312316895,0.09100929647684097,0.6474880576133728
25,15.921496391296387,0.1475832760334015,0.6235939860343933
30,16.99983787536621,0.21671664714813232,0.5808599591255188
35,18.286945343017578,0.23487341403961182,0.5112709999084473
40,19.5408935546875,0.2481105923652649,0.4737355709075928
45,20.46781349182129,0.32962268590927124,0.4203736484050751
50,16.224063873291016,0.36605149507522583,0.44638288021087646
