iteration,PSNR,SSIM,LPIPS
0,5.724419116973877,0.0028004474006593227,0.7868725061416626
5,6.383498191833496,0.0034530977718532085,0.7891388535499573
10,6.870288848876953,0.004481014795601368,0.7852025032043457
15,7.586427211761475,0.006251233629882336,0.7799356579780579
20,8.531452178955078,0.00929628498852253,0.7719056606292725
25,9.78946304321289,0.014507466927170753,0.7605902552604675
30,11.4246826171875,0.023631056770682335,0.7400863766670227
35,13.545093536376953,0.041049525141716,0.6920219659805298
40,16.315584182739258,0.07699890434741974,0.6035372614860535
45,19.901966094970703,0.17044812440872192,0.495519757270813
50,22.9593505859375,0.4921530485153198,0.354522705078125
