iteration,PSNR,SSIM,LPIPS
0,7.29888391494751,0.0037653245963156223,0.7705061435699463
5,9.697959899902344,0.00848884042352438,0.7449702024459839
10,10.826681137084961,0.013760354369878769,0.7350678443908691
15,12.068303108215332,0.021828077733516693,0.7211437225341797
20,13.533462524414062,0.03515678644180298,0.7027075290679932
25,15.310433387756348,0.05787253379821777,0.6692115664482117
30,17.528255462646484,0.09860777109861374,0.5914748311042786
35,20.27507972717285,0.18072639405727386,0.5065014362335205
40,23.302536010742188,0.38302773237228394,0.41424861550331116
45,25.089736938476562,0.6538708806037903,0.30855000019073486
50,24.965333938598633,0.6300749182701111,0.3563295304775238
