iteration,PSNR,SSIM,LPIPS
0,5.69522762298584,0.0038320235908031464,0.7875598669052124
5,6.1007208824157715,0.005643991753458977,0.7854004502296448
10,6.766400337219238,0.008019431494176388,0.7808085083961487
15,7.666627407073975,0.011568923480808735,0.7754198312759399
20,8.823281288146973,0.017223957926034927,0.7696707844734192
25,10.296399116516113,0.02668282389640808,0.7593806982040405
30,12.168169021606445,0.04323923587799072,0.7376165390014648
35,14.590027809143066,0.07323251664638519,0.6707149744033813
40,17.88431739807129,0.1332819014787674,0.5774565935134888
45,22.628751754760742,0.29627522826194763,0.4560641944408417
50,26.650348663330078,0.7505791783332825,0.30549126863479614
