iteration,PSNR,SSIM,LPIPS
0,7.303586006164551,0.004157248884439468,0.7717078924179077
5,9.714804649353027,0.009416282176971436,0.7439689636230469
10,10.85847282409668,0.01473824493587017,0.7325815558433533
15,12.107771873474121,0.022861141711473465,0.7199404835700989
20,13.57689380645752,0.035973288118839264,0.7011760473251343
25,15.36663818359375,0.058397211134433746,0.6670193672180176
30,17.596078872680664,0.09936444461345673,0.6029207706451416
35,20.347583770751953,0.1832982897758484,0.5138795971870422
40,23.337430953979492,0.39264121651649475,0.41561830043792725
45,24.971303939819336,0.6554222106933594,0.3112947940826416
50,24.834665298461914,0.6283782720565796,0.3432363271713257
