iteration,PSNR,SSIM,LPIPS
0,6.22442626953125,0.004693880211561918,0.7818871736526489
5,3.0456860065460205,0.0012220803182572126,0.7585511803627014
10,12.864663124084473,0.11573708057403564,0.6197317838668823
15,3.0473897457122803,0.0013537055347114801,0.7651205062866211
20,12.555805206298828,0.0900033712387085,0.6461262702941895
25,3.1623504161834717,0.0016601872630417347,0.7410081624984741
30,13.000950813293457,0.12305907905101776,0.59040766954422
35,2.372572660446167,0.009005643427371979,0.7460615634918213
40,13.000950813293457,0.12305907905101776,0.59040766954422
45,1.4031987190246582,0.12135472893714905,0.747572124004364
50,1.2415302991867065,0.12996332347393036,0.7399545907974243
