iteration,PSNR,SSIM,LPIPS
0,5.845228672027588,0.0021492617670446634,0.789009690284729
5,8.529741287231445,0.004559323191642761,0.7609149217605591
10,10.043452262878418,0.00734714325517416,0.7471127510070801
15,11.301839828491211,0.011177172884345055,0.7372744083404541
20,12.637470245361328,0.01738009601831436,0.7258824110031128
25,14.186240196228027,0.028512319549918175,0.7066082954406738
30,16.0572509765625,0.05096614360809326,0.6692781448364258
35,18.35747718811035,0.10440900921821594,0.5942428112030029
40,20.837081909179688,0.2570219337940216,0.49607497453689575
45,22.302814483642578,0.4209606647491455,0.40810832381248474
50,22.226577758789062,0.3826444745063782,0.4072783589363098
