iteration,PSNR,SSIM,LPIPS
0,7.360936641693115,0.004630653653293848,0.7714130878448486
5,9.511164665222168,0.008076159283518791,0.7486879825592041
10,10.610374450683594,0.011922486126422882,0.7381923198699951
15,11.827149391174316,0.017951250076293945,0.7269312143325806
20,13.256949424743652,0.028124596923589706,0.7087127566337585
25,14.98463249206543,0.04589781537652016,0.6830441951751709
30,17.106689453125,0.07916511595249176,0.6215633749961853
35,19.6623592376709,0.1510036289691925,0.5394243597984314
40,22.24742317199707,0.34113043546676636,0.4480225443840027
45,23.44757080078125,0.5232671499252319,0.34365540742874146
50,23.228561401367188,0.4945436716079712,0.39099574089050293
