iteration,PSNR,SSIM,LPIPS
0,5.767618179321289,0.0024793464690446854,0.7909703254699707
5,6.342250347137451,0.003011171706020832,0.7862485647201538
10,7.067371368408203,0.003847822081297636,0.7810337543487549
15,8.000716209411621,0.005194301716983318,0.7765865325927734
20,9.187643051147461,0.007448098622262478,0.7715539932250977
25,10.667222023010254,0.011413008905947208,0.7634248733520508
30,12.470414161682129,0.01901158317923546,0.7455283999443054
35,14.606842041015625,0.035360950976610184,0.6804527044296265
40,16.94843864440918,0.08082036674022675,0.5826380252838135
45,18.750761032104492,0.286249577999115,0.4792454242706299
50,18.973814010620117,0.527900755405426,0.43228524923324585
