iteration,PSNR,SSIM,LPIPS
0,7.527868270874023,0.004669655114412308,0.7673808336257935
5,9.363381385803223,0.007358832284808159,0.750908374786377
10,10.496094703674316,0.01029074564576149,0.7411069273948669
15,11.6795015335083,0.014834200963377953,0.7313734292984009
20,13.061201095581055,0.022590914741158485,0.7179604768753052
25,14.733499526977539,0.036965131759643555,0.6945716142654419
30,16.81072235107422,0.06649470329284668,0.6526768803596497
35,19.334775924682617,0.13835972547531128,0.5649468302726746
40,21.809959411621094,0.35001248121261597,0.46226823329925537
45,22.69977569580078,0.4697748124599457,0.4224129617214203
50,22.545684814453125,0.47216475009918213,0.41147851943969727
